FioChecker apply args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:28:38 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:31:27 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:31:27 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:31:27 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:31:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:31:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:31:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:31:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:31:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:31:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:34:24 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:34:24 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:34:24 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:34:25 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:34:25 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:34:25 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:34:25 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:34:25 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:34:25 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:01:32 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:01:32 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:01:32 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:01:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:01:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:01:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:01:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:01:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:01:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:02:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:02:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:02:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:02:35 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:02:35 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:02:35 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:02:35 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:02:35 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:02:35 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:02:45 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:02:45 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:02:45 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:03:12 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:03:12 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:03:12 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:04:23 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:04:23 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:04:23 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:04:54 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:04:54 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:04:54 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:06:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:06:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:06:28 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:06:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:06:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:06:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:06:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:06:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:06:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:07:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 16:07:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 16:07:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 16:07:01 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
